temperatura_ambiente_c,temperatura_entrada_chiller_c,temperatura_saida_chiller_c,pressao_agua_saida_bar,setpoint_inicial_c,status_bomba_primaria,status_bomba_secundaria,status_valvula_bloqueio,ajuste_setpoint_c,comando_habilitacao
19.4338644844741,7.179558705865997,5.914622506418507,2.1762698487071113,8.438719916842324,1,1,0,0.0,0
13.567451588694796,22.93759270696161,22.93759270696161,1.8412742251431746,7.666298458575775,1,1,0,0.0,0
41.436875457596464,33.22412660314939,31.64037844760019,4.061453455432163,9.411208264430421,1,1,0,0.0,0
17.837666334679465,21.073395715893533,19.634080574561,2.012105363681013,10.300497607108198,0,1,0,0.0,0
14.046725484369038,6.818480214399394,4.551256161779919,4.462249532688814,6.621709316907967,1,1,1,0.86,1
27.134804157912424,32.51973697844116,32.51973697844116,1.4113703686299068,12.733505931871496,0,0,1,0.0,0
7.046211248738132,12.047732374759104,12.047732374759104,1.503820785517433,9.351310423056653,0,0,0,0.0,0
40.109849037701984,14.051729221081358,14.047498625683271,4.916606220402462,7.674501032619555,0,0,1,0.0,0
3.727532183988541,10.764722370130357,10.23685539809058,3.6953555930800186,5.175030922603897,0,1,0,0.0,0
49.34434683002586,16.557527270502412,15.960484086638525,4.387548897715812,6.627296764439676,0,1,1,0.0,0
38.61223846483287,31.486302699102225,31.486302699102225,2.297317509406072,14.44209288931582,1,0,1,0.0,0
9.93578407670862,23.178505082637805,21.443714422956983,3.7059349980824177,7.356096555014792,0,1,0,0.0,0
0.27610585618011996,12.17084459527494,12.0660562256592,3.376967309234389,5.857452183037388,1,1,0,0.0,0
40.77307142274171,35.72405273532143,35.72405273532143,3.412600480491788,9.067400708204925,1,1,0,0.0,0
35.34286719238086,35.78536492330352,35.78536492330352,3.7301298381508863,7.377965176962736,0,0,0,0.0,0
36.45035840204937,35.47024487661024,29.221369496256994,3.3014366925163943,4.386751752983136,1,1,1,-3.13,1
38.56351733429729,13.357867398353875,13.133201930589179,2.716249477210664,7.55459739007359,1,0,1,0.0,0
3.7022325867045183,20.793377046334584,20.793377046334584,2.1036907775221874,9.985194863334154,0,1,0,0.0,0
17.92328642721363,39.47463796493063,36.42405196681609,4.074325323652808,10.068836092219637,1,1,1,-2.19,1
5.793452976256486,32.02043667084966,30.562943170560974,1.9050897200127448,7.922148132945775,0,0,1,0.0,0
43.155171293779674,5.950859742894593,3.962424016522018,3.7694172246176567,8.920330318778607,0,1,0,0.0,0
31.164906341377897,7.282160694117222,7.282160694117222,1.9333312905973066,14.620697100582431,0,1,0,0.0,0
16.54490124263246,21.237598188431647,16.184629835018818,3.5013206798178156,8.150833249533427,1,1,1,-1.58,1
3.177917514301182,36.82270720515461,35.968594631123736,3.9883130685161157,6.840494945859813,1,0,0,0.0,0
15.54911608578311,23.854562928344997,22.69923850413837,1.8748555556261568,6.6781374847343615,1,1,0,0.0,0
16.259166101337353,22.423437781200157,22.247349176789385,1.2397732034452331,9.035410739745476,1,1,1,0.0,0
36.480308916903205,8.69157949848207,6.9767909475366245,1.5238949719766963,12.354721635886385,0,1,1,0.0,0
31.877873567760656,27.987303665350293,27.307291697663537,3.423987869084102,6.265870026073205,0,1,0,0.0,0
44.36063712881633,33.77361062100789,28.170490009760442,4.397785624902943,11.802257398548448,1,1,1,-2.31,1
23.610746258097464,18.31470026276468,17.374682003284967,1.1799872849416975,4.232648056843579,0,0,0,0.0,0
5.9797122969150855,32.14641478238646,30.28800323763894,3.936605036166585,8.608262757823407,1,0,0,0.0,0
35.66223936114975,38.75668288652841,37.37302600326329,2.3652745838002085,12.534515717230656,0,1,1,0.0,0
38.03925243084487,12.131826069469119,12.131826069469119,2.91411347967809,7.7260625135187455,0,1,1,0.0,0
28.063859878474812,23.316537091815945,23.316537091815945,4.7154381993822625,10.201108115899395,0,0,0,0.0,0
38.54835899772805,15.049828532960143,14.638194478106476,2.327886018943382,6.254771561085018,0,1,0,0.0,0
24.689779818219538,32.74990466618438,32.74990466618438,2.861347735757944,12.161949302387896,0,1,0,0.0,0
26.136641469099704,25.215767805840514,24.115205123349146,1.0547296590427244,4.575070135956356,1,1,1,0.0,0
21.37705091792748,27.210384614260633,25.73157716467289,1.3263948800193535,13.377969093630504,1,1,0,0.0,0
1.2709563372047594,32.92699558655629,31.732960301000475,2.034366364539136,6.18016025063835,0,1,1,0.0,0
5.394571349665222,18.85896654318592,16.890966682701094,1.1114089632842976,13.618378348791639,1,1,0,0.0,0
1.5714592843367126,37.02815239424651,37.02815239424651,3.525501304193004,7.8778216543056905,0,1,1,0.0,0
31.82052056318902,23.6560103536149,22.031041868541635,2.70559342720649,11.949519319219352,0,1,0,0.0,0
15.717799053816334,10.52841879923718,9.228550803713722,3.192580810912088,7.511478275648074,0,0,1,0.0,0
25.42853455823514,29.356469135908085,29.26993286323365,1.6985887435853182,13.965028383581123,0,0,0,0.0,0
45.37832369630465,32.764147265338906,31.561773634368,2.1837281177464645,5.393008380702118,1,1,0,0.0,0
12.464611457443747,16.086658697363433,16.086658697363433,3.6552978994109004,5.9637176819985855,0,1,0,0.0,0
20.519146151781488,35.00127399495635,33.63327354793469,4.8612108945216,9.423331376746825,1,1,0,0.0,0
37.77755692715243,36.71501391680182,36.11802210904052,1.2016670944088368,4.901322829419607,0,1,1,0.0,0
11.439908274581123,14.691657058223312,14.691657058223312,4.561537283421064,6.155782031719381,0,0,1,0.0,0
3.8489954914396494,39.42325154503277,38.45591963968023,3.307524805244834,14.381430204332158,1,0,1,0.0,0
14.4875726456884,9.924903481706544,9.000043485563317,3.255678267022495,14.741386272626759,0,0,1,0.0,0
8.061064362700222,12.07054839408715,12.07054839408715,3.0011141408310413,8.13885262263464,0,0,1,0.0,0
46.484882617128655,11.447869373330914,11.447869373330914,1.2775763436167336,14.156146231153292,1,1,0,0.0,0
40.40601897822085,36.289639850275464,35.98877208957044,1.3595074069446427,9.99307143240775,1,1,1,0.0,0
31.67018782552117,27.900239331373665,21.344144376618296,3.4036480226363444,6.9671671246114375,1,1,1,-1.66,1
43.57302950938588,10.323649912779551,8.693834077667756,2.363834285742233,11.726385931886586,0,0,1,0.0,0
40.18360384495573,20.411319642892217,18.626669255949434,4.669072266310723,11.247919872323429,0,1,1,0.0,0
9.328502944301793,26.53543087744307,25.94901522297277,2.626362149437889,14.880378510196067,1,1,0,0.0,0
44.627949924498886,7.921242974628415,6.65983252332278,1.5731258348105643,6.9155201615021165,1,0,0,0.0,0
26.967112095782536,35.884572894256856,35.566663077272864,3.858875334008144,11.392654529279088,0,0,0,0.0,0
40.372007758203125,33.126123740453735,31.887877270735057,2.1734136857640394,4.572261305323916,0,0,0,0.0,0
44.80456499617466,22.68223707518234,22.68223707518234,3.1018812294235727,5.250106425663914,1,0,1,0.0,0
15.900173748593193,38.849431534070966,38.73623732966037,3.79133114202068,4.043102124462026,1,0,1,0.0,0
5.502596226383838,19.62163427462849,18.718950278187645,4.601056444808282,14.994067491656404,1,1,0,0.0,0
11.396758127097083,39.44386116627742,39.44386116627742,4.168764779206704,12.825010668622255,1,1,0,0.0,0
21.355389431312815,28.377199958126948,27.209816027110087,3.7054442714908964,12.653953162068948,0,0,1,0.0,0
40.90073829612466,27.213494563887952,25.70688806008345,3.7185327295805743,9.606986828169976,0,1,1,0.0,0
43.036529162817175,10.808421335352474,10.61099635207062,4.783698576128346,7.300737911959839,0,1,0,0.0,0
0.34760652655953517,35.867471540662535,35.52364428913104,2.183296389986144,5.663907129089435,0,1,0,0.0,0
25.537365128878285,19.96213907722153,18.408292440571937,1.0044483767847496,7.1314221273111,1,1,0,0.0,0
20.87055015743895,10.678169202386776,9.351205296408676,2.0878182375927947,8.13568344122053,0,0,0,0.0,0
11.105390523536512,5.4412631991515665,1.1360672868845665,1.871565518506976,12.319411066783235,1,1,1,2.23,1
5.99326836668414,24.59144892734339,24.59144892734339,3.6473383404559927,9.936279677934676,0,1,1,0.0,0
16.8807585701814,23.45898677429367,22.42235207712188,3.534846399062116,4.85231989211031,0,1,1,0.0,0
47.14548519562596,30.17737678292055,29.487782505576067,3.3738455308188953,4.198319098548034,0,0,0,0.0,0
16.160146601037763,36.15903185562307,36.15903185562307,1.0649737728378148,5.1256539748746945,1,1,1,0.0,0
25.939531087168305,7.779230462506034,7.779230462506034,3.91511221780259,8.515485850671173,0,0,1,0.0,0
35.15094794475889,30.60237716191268,28.90242733127672,2.294121649941966,14.2651220875392,1,0,0,0.0,0
18.1814801189647,11.559418043415377,10.494894733248586,3.6602239560265244,11.011427293301438,1,0,0,0.0,0
48.589104136048036,35.03619686050074,33.07827390744418,3.2263137140086133,12.820084898630666,0,0,0,0.0,0
48.122364747105564,33.66722298515796,32.36618539521565,2.3709237017116287,9.130120539550035,1,1,0,0.0,0
12.589114791268209,23.927781424494054,22.101858128063284,1.538305068416431,7.9783269151454705,0,0,0,0.0,0
24.86242529461927,29.858497951815902,29.858497951815902,1.3776755906419238,5.19240409988285,1,0,0,0.0,0
15.043915490838483,16.002253961431194,14.687799336980417,4.326073332448894,13.635263244048254,0,0,1,0.0,0
14.242024718873381,21.49087646264851,21.49087646264851,4.673590168326232,12.614760319306932,1,0,1,0.0,0
1.8443473677266398,33.757291419866505,32.7450113547319,3.5991521870571983,5.849299073574976,1,0,1,0.0,0
30.478216698994842,21.074281901062488,20.666435066701762,1.4137364594419335,9.634866202638865,0,1,1,0.0,0
25.133951161443076,17.52293928639046,17.482659070630255,2.608108867552963,9.361122887133693,0,0,1,0.0,0
2.5739375624994674,22.297435653760495,20.710222596881227,3.915756800420629,10.876007079551815,0,1,1,0.0,0
13.932323211830571,33.98872383530264,32.425920757330054,4.119283536040273,14.408055833903873,0,1,0,0.0,0
45.41329429833269,16.732281657980543,16.732281657980543,1.4728744891643544,10.377485859387276,1,0,0,0.0,0
11.97809453334862,11.081655759751033,10.25314039240274,1.0001228753815297,9.942389934564805,1,1,0,0.0,0
7.244743604561155,29.920490711577326,24.977832917009675,3.84854818352242,4.553552262281303,1,1,1,-2.41,1
24.47263801387815,33.90923744478286,28.583949432779267,2.4263847039448225,4.691982236198263,1,1,1,-1.85,1
49.282522705530035,8.522311748323666,7.026189530667338,2.017925326473041,6.060814704594678,0,0,0,0.0,0
12.10276357557502,13.395593946458066,13.395593946458066,1.0515898791581018,4.357178488609231,1,0,0,0.0,0
33.606777370293926,9.969019641634787,8.139873209721927,3.1611976270459987,12.176881851270137,0,0,0,0.0,0
38.08098076643588,17.177949405375834,17.177949405375834,4.404602941703927,11.956633343933595,1,0,0,0.0,0
11.881877199619984,20.762284261689445,19.77411699158491,4.830526585090352,5.496618578748072,0,0,0,0.0,0
36.41081743059298,31.208921793715728,30.192606592674434,3.262979802453157,13.19686790874809,0,0,1,0.0,0
18.38915663596266,27.790165470858593,27.790165470858593,3.0578453109595767,5.702646383307232,0,0,1,0.0,0
31.615291529678974,26.73249986174509,26.73249986174509,1.3402255419569644,7.312931456970947,0,1,1,0.0,0
31.676485538044734,17.333123131337906,15.828727653598085,3.195491206170399,6.738745890775015,0,1,0,0.0,0
26.788734203737924,34.4506643579666,33.165248593101744,2.5199163158615785,8.095378084303526,1,0,1,0.0,0
4.514488502720415,21.49505085893576,21.49505085893576,3.4285411235343077,6.80130142478958,0,1,0,0.0,0
41.7651247794619,39.268672830530406,38.666803189725606,2.554905391506187,9.378460190822974,1,0,1,0.0,0
16.03900324858679,27.19497484035079,27.19497484035079,1.961196493801467,8.48148669490154,1,0,0,0.0,0
9.325925519992712,9.419265954757595,9.419265954757595,1.379861100913506,14.852264398572592,0,0,0,0.0,0
2.038757077738196,28.66621467264019,22.779650201756997,2.259673778355583,4.6151898514104825,1,1,1,-1.6,1
29.54464715941209,16.378640540109465,16.378640540109465,1.3865793371510091,5.563995140260868,1,0,1,0.0,0
33.87821809211412,29.02145188401341,27.491454819337598,1.7075878032959357,4.581084832994628,1,0,1,0.0,0
0.8293914463928076,7.437440185684201,6.283421555361257,4.949344634318184,10.884253144806134,0,0,1,0.0,0
25.60465291496405,11.12085030115858,9.289949289213094,2.7764142276264745,4.5996020515509155,0,0,1,0.0,0
11.324788759896897,34.95080406170252,33.87040334381044,3.127487066020066,13.200837111137357,0,1,0,0.0,0
32.25863952047249,12.951284495823021,11.130080379036464,4.494474114948861,9.631324937501205,0,0,1,0.0,0
8.718321450249572,34.2964393835029,27.86033893797518,4.982275601962751,9.797083870396872,1,1,1,-0.51,1
34.546886905123294,14.774663095904366,13.974007262718457,3.330857797378726,10.177539584834136,1,1,0,0.0,0
19.33676731502687,27.500866852054767,25.569953688175985,4.249895284176686,5.878950769368318,1,0,1,0.0,0
46.836499436836725,29.295270072844087,28.368882632251307,2.307764097346701,6.174593334259363,1,0,0,0.0,0
6.876047207299663,22.942916360076854,20.696623809190882,2.2229758297891644,7.506990551603051,1,1,1,-0.58,1
17.053317552512926,15.685873684385594,7.895451471341408,2.610814883978241,10.528460574040366,1,1,1,0.9,1
5.673676062029454,12.442553172988365,10.726147096576119,3.6900290506945965,6.31129553534236,0,1,0,0.0,0
46.23468091392814,6.161627409684918,1.0,3.728766757020395,5.279648998465873,1,1,1,0.87,1
43.86696766904905,15.638124043425334,14.886624225549067,2.2609577385978032,14.671285750602754,1,0,1,0.0,0
12.89708138575778,27.860697668594906,20.490269563846773,1.5328396965465148,4.241799962905852,1,1,1,-1.01,1
32.999202301708955,37.840668645696894,35.870093277941876,3.5295850258620343,12.829671458696238,0,1,1,0.0,0
40.86111001006079,35.49215687920682,35.49215687920682,1.513303448755058,12.668386645325242,1,1,0,0.0,0
27.760040579973115,31.812267178735592,30.810532692835874,3.3139700329173203,7.269355252296056,1,1,0,0.0,0
26.482528917800323,32.595657013865456,32.595657013865456,3.773688512225236,5.491892776080448,0,0,1,0.0,0
12.092614545022585,28.274471621659835,27.354200431901326,3.8024459855778066,5.601915113759658,1,0,1,0.0,0
4.655138390294961,14.110040014810105,13.287169287158289,4.013888442638387,11.671747789609118,0,0,0,0.0,0
44.860787897666334,36.75182607470404,36.75182607470404,4.491437686262659,11.07087250194791,0,1,0,0.0,0
45.02090285816652,28.47563091670419,24.82165775078228,2.9998359678591537,12.610202416765254,1,1,1,-1.6,1
31.655072863663396,24.615422084315398,23.75053335018576,3.9209967581182847,14.31229289639015,1,0,0,0.0,0
16.951489552435035,8.884631422471838,8.884631422471838,3.476690941463347,11.611200995932512,0,0,0,0.0,0
17.460478730633046,20.64694403322489,20.64694403322489,1.7465597591907303,5.714366902065878,1,1,0,0.0,0
36.297783943511966,21.11253949206742,19.606802848853413,1.1027585794776327,6.677868784419518,1,0,0,0.0,0
44.85551299762886,35.25972633329345,35.25972633329345,2.138165542707735,13.26413103960426,0,1,1,0.0,0
44.354321213255865,24.132687706572597,23.668507237763606,2.7721348253504776,6.302366834176294,0,1,0,0.0,0
38.99377729288119,18.314019213964336,8.784896532797614,3.468423777714625,4.797745486499296,1,1,1,-1.62,1
32.10158230771439,39.18801149787308,39.18801149787308,4.3998373220128215,11.736080594464756,0,1,1,0.0,0
4.206998249752441,8.875220766421048,8.706342714347016,1.7849828668246626,8.427789910391564,1,1,0,0.0,0
8.081435704730689,19.789194990918062,12.937532786569697,1.5021991595939084,14.12044057800494,1,1,1,0.28,1
44.927709426353964,6.470863630999185,5.204846842487268,4.85391978989731,11.152805782030278,1,0,1,0.0,0
30.321452982979498,30.89664422684256,29.191684066704447,1.4321782375056284,4.994608755708268,1,0,0,0.0,0
0.4598525808314824,37.13267932697027,35.38626036424972,2.9139642804287567,14.426422239790268,0,0,0,0.0,0
5.0735771433016055,14.80130653426713,13.471386311149262,3.3422549151732075,6.844129900042705,1,1,0,0.0,0
33.17508845540279,35.04195868796923,35.04195868796923,3.165497683629753,7.709337394469143,0,0,1,0.0,0
0.25307919231093434,15.227638066166422,15.227638066166422,1.3441286281317728,8.424864550518961,1,1,1,0.0,0
8.040402570874933,36.87695565753703,36.72563386647016,1.2281076560144775,4.563467260447446,1,1,1,0.0,0
27.436689468329305,31.38866662588744,31.38866662588744,1.4219337098441427,9.461669644536652,0,1,1,0.0,0
34.59475988463466,33.171737189450354,32.04057424713546,3.34235073549045,5.356503401828215,1,1,0,0.0,0
32.59806297513003,5.630229446015908,4.646837685538758,3.1773795505372844,8.410673593571868,0,0,1,0.0,0
11.21346547302799,38.69836249759091,38.69836249759091,1.934963168146977,7.857807667912928,0,0,0,0.0,0
35.6089610673768,30.433484722461316,28.923703385068464,3.5510965673823662,12.501240917691536,1,0,0,0.0,0
11.862454374840004,15.666288338514667,15.666288338514667,4.2802700082225975,12.834875627960042,1,1,0,0.0,0
16.269984907963387,34.02881327005964,33.73213204358652,1.166315839386375,5.687541706279968,1,0,0,0.0,0
37.32457025590121,14.853241944522548,13.84944073815532,2.9925197741921696,8.032063061171488,1,0,1,0.0,0
32.48164495236073,35.54638438481447,35.258128024257715,3.757241648410761,8.106884771350149,0,0,0,0.0,0
42.4611705247089,8.940313664417795,3.410011242018248,2.0092477082787483,5.665514883296936,1,1,1,1.57,1
32.88064461501717,29.62900921112785,29.62900921112785,2.2310836211725964,12.782988555563096,1,0,0,0.0,0
28.415430166773582,23.924446682571862,23.72011603479185,3.4545516119575352,11.779511611689657,1,1,0,0.0,0
4.683738391404624,8.378706456840428,7.084162777180477,4.591741173774947,6.094199649267382,1,0,0,0.0,0
18.385790152971676,13.466283989059365,4.144873291566583,4.239697681211597,8.03394099453179,1,1,1,1.39,1
13.260118384086272,5.434141269706018,5.1936498585159026,3.332520876398334,5.163855273421657,0,0,0,0.0,0
12.199482168954178,21.406878791257704,21.136121310620467,3.920886871028997,10.910272568023483,1,0,0,0.0,0
48.65052773762228,15.544284126600013,14.436402807629058,2.4592898808311947,5.335091170034817,0,0,0,0.0,0
19.65488623333802,25.942511950421558,24.114195947105728,3.563862112395031,14.845275854874096,1,1,0,0.0,0
44.602327758855665,15.403323269801602,15.403323269801602,2.864726364510228,12.587502821566485,1,0,1,0.0,0
31.556931299863145,15.497168902744464,15.176736283130653,1.7597445458302436,8.292624045423945,1,0,1,0.0,0
39.74056517708242,31.01176195560612,29.623842224949215,3.8069530955090287,10.364203255072898,0,1,0,0.0,0
25.131854655259605,6.684999259242371,5.855918551120256,3.225858549395288,14.024759978380496,1,1,0,0.0,0
28.845194231317954,36.60132483171955,36.60132483171955,2.4344863278143656,10.095092084354087,0,1,1,0.0,0
24.625884690943195,34.82923560369135,33.94603739700455,4.645356760314523,5.919483350377507,0,1,1,0.0,0
9.762149389902225,28.373163912924227,28.373163912924227,1.083736471306933,8.165736911392752,1,0,1,0.0,0
36.12260576307526,25.76275495375845,25.232107151523238,2.263092604997984,13.274593515327199,0,0,0,0.0,0
14.03861812204279,36.23058743488782,35.64327763190651,1.2275255911105862,11.086343175885798,1,1,1,0.0,0
1.215798321572692,11.486556283505006,9.857946196830053,4.066109264886508,11.157968227671804,1,0,0,0.0,0
32.27361479535839,7.763920676679001,7.376437854641686,3.8084298164551704,13.535036342573381,0,1,1,0.0,0
8.855533970352447,13.382855946833834,13.382855946833834,2.325408874945268,13.833703632087552,1,0,1,0.0,0
47.02292921764572,32.81023975450666,32.81023975450666,3.702651608828292,14.1177182895738,1,1,0,0.0,0
47.696428850129365,6.213459335426917,4.590703705373908,2.5837489047837994,5.043341125784718,0,0,1,0.0,0
45.743219511022424,25.398239227922137,25.398239227922137,4.025015165689737,9.98538602159411,0,1,0,0.0,0
18.50793501277222,39.84031306669585,39.56270738404642,2.8167346509468243,12.145604733401505,0,1,1,0.0,0
0.7728308264433714,34.949363284313876,34.949363284313876,2.649118911326662,12.326195296397152,0,0,0,0.0,0
46.415928129386266,23.25059911652563,21.930686996182505,4.738919661953204,10.673878221670043,0,0,1,0.0,0
21.409207415865716,7.2274318250324825,6.804313905108625,2.003516399562801,5.834660687020416,0,0,1,0.0,0
48.33274095218348,34.09807300349985,34.04464193182941,1.4817893599862617,12.771626093358307,1,1,0,0.0,0
48.18099885446264,25.964247786202368,25.880948864322967,3.3381724530378327,11.921224668664403,0,0,0,0.0,0
42.650472773368,9.02265489708484,7.466012276915901,4.877287249136716,4.947493487039399,0,1,0,0.0,0
14.722444603479284,8.285004968817468,7.623683105934154,2.5113568549087466,9.101908071418139,1,0,0,0.0,0
19.254886430096263,36.83693868028074,35.683335126886945,1.248147054515126,5.9137513947398395,1,0,1,0.0,0
42.556833575842845,28.422009202832747,26.730893654080695,2.35722106923827,7.712247502842691,0,1,1,0.0,0
15.846100257813884,34.025037976086445,32.31981294796452,3.0237266172782338,4.198892014262539,0,1,1,0.0,0
8.474637334304624,35.76426150987936,35.76426150987936,1.6476920265288548,8.403628552518342,1,0,1,0.0,0
27.840063122917506,25.01203232169128,23.154678532252124,3.632408872225968,10.048646132718314,0,1,1,0.0,0
46.80773870803905,23.110622311426443,23.110622311426443,4.990997556040803,10.815408521097956,0,1,1,0.0,0
34.80148983374865,20.064959361234656,19.934452678186158,2.8069579039257753,11.29839379641581,1,0,0,0.0,0
28.50305850446825,16.093130572689176,14.405734000162653,2.4189142269208506,13.19920444412706,0,1,1,0.0,0
4.8588246885384265,20.21085863005491,20.21085863005491,2.6028166673378665,6.37009198003303,1,0,1,0.0,0
30.750361334958487,32.08578795055547,32.08578795055547,1.4605847135808046,5.3253000468231475,0,0,0,0.0,0
